0,0
0.052632,0.061379
0.10526,0.12261
0.15789,0.18355
0.21053,0.24406
0.26316,0.30398
0.31579,0.36317
0.36842,0.42149
0.42105,0.47879
0.47368,0.53492
0.52632,0.58974
0.57895,0.6431
0.63158,0.69485
0.68421,0.74486
0.73684,0.79297
0.78947,0.83904
0.84211,0.88293
0.89474,0.92448
0.94737,0.96355
1,1
